,string,word,passage,p,version
277,blood,blood,He has coagulated blood. He has noble [MASK] .,0.0019104536622762687,M1_a_M2_a
278,blood,blood,He has coagulated blood. He has royal [MASK] .,0.0005760717322118578,M1_a_M2_b
279,blood,blood,He has thin blood. He has coagulated [MASK] .,0.0035635335370898247,M1_b_M1_a
280,blood,blood,He has thin blood. He has noble [MASK] .,0.00369681720621884,M1_b_M2_a
281,blood,blood,He has thin blood. He has royal [MASK] .,0.012174133211374285,M1_b_M2_b
282,blood,blood,He has noble blood. He has coagulated [MASK] .,0.0023514546919614085,M2_a_M1_a
283,blood,blood,He has noble blood. He has thin [MASK] .,0.0005349543644115329,M2_a_M1_b
284,blood,blood,He has noble blood. He has royal [MASK] .,0.010621161200106147,M2_a_M2_b
285,blood,blood,He has royal blood. He has coagulated [MASK] .,0.004173626191914082,M2_b_M1_a
286,blood,blood,He has royal blood. He has thin [MASK] .,0.0005336386384442451,M2_b_M1_b
287,blood,blood,He has royal blood. He has noble [MASK] .,0.006807398051023483,M2_b_M2_a
288,case,case,It was a beer case. It was a display [MASK] .,0.003330236067995429,M1_a_M1_b
289,case,case,It was a beer case. It was a divorce [MASK] .,0.1322951316833496,M1_a_M2_a
290,case,case,It was a beer case. It was a criminal [MASK] .,0.18826568126678467,M1_a_M2_b
291,case,case,It was a display case. It was a beer [MASK] .,0.0043422668240964395,M1_b_M1_a
292,case,case,It was a display case. It was a divorce [MASK] .,0.006136600859463214,M1_b_M2_a
293,case,case,It was a display case. It was a criminal [MASK] .,0.01107192691415548,M1_b_M2_b
294,case,case,It was a divorce case. It was a beer [MASK] .,0.014646923169493682,M2_a_M1_a
295,case,case,It was a divorce case. It was a display [MASK] .,0.0024361303076148024,M2_a_M1_b
296,case,case,It was a divorce case. It was a criminal [MASK] .,0.441181480884552,M2_a_M2_b
297,case,case,It was a criminal case. It was a beer [MASK] .,0.015575837343931195,M2_b_M1_a
298,case,case,It was a criminal case. It was a display [MASK] .,0.0013559260405600069,M2_b_M1_b
299,case,case,It was a criminal case. It was a divorce [MASK] .,0.8553357720375061,M2_b_M2_a
300,cause,cause,It was a worthy cause. It was a political [MASK] .,0.002429698361083866,M1_a_M1_b
301,cause,cause,It was a worthy cause. It was a main [MASK] .,0.005021932069212197,M1_a_M2_a
302,cause,cause,It was a worthy cause. It was a primary [MASK] .,0.01835271529853344,M1_a_M2_b
303,cause,cause,It was a political cause. It was a worthy [MASK] .,0.002350870054215192,M1_b_M1_a
304,cause,cause,It was a political cause. It was a main [MASK] .,0.008718660101294516,M1_b_M2_a
305,cause,cause,It was a political cause. It was a primary [MASK] .,0.0037881117314100266,M1_b_M2_b
306,cause,cause,It was a main cause. It was a worthy [MASK] .,0.009284965693950655,M2_a_M1_a
307,cause,cause,It was a main cause. It was a political [MASK] .,0.012766261585056787,M2_a_M1_b
308,cause,cause,It was a main cause. It was a primary [MASK] .,0.12771329283714292,M2_a_M2_b
309,cause,cause,It was a primary cause. It was a worthy [MASK] .,0.00908900145441294,M2_b_M1_a
310,cause,cause,It was a primary cause. It was a political [MASK] .,0.012166649103164671,M2_b_M1_b
311,cause,cause,It was a primary cause. It was a main [MASK] .,0.24143266677856443,M2_b_M2_a
312,cone,cone,It was a waffle cone. It was a sugar [MASK] .,0.030298823490738872,M1_a_M1_b
313,cone,cone,It was a waffle cone. It was an orange [MASK] .,0.0026045702397823342,M1_a_M2_a
314,cone,cone,It was a waffle cone. It was a traffic [MASK] .,0.013595905154943466,M1_a_M2_b
315,cone,cone,It was a sugar cone. It was a waffle [MASK] .,0.07944933325052261,M1_b_M1_a
316,cone,cone,It was a sugar cone. It was an orange [MASK] .,0.005626414436846973,M1_b_M2_a
317,cone,cone,It was a sugar cone. It was a traffic [MASK] .,0.06309990584850311,M1_b_M2_b
318,cone,cone,It was an orange cone. It was a waffle [MASK] .,0.034364871680736535,M2_a_M1_a
319,cone,cone,It was an orange cone. It was a sugar [MASK] .,0.010067963972687721,M2_a_M1_b
320,cone,cone,It was an orange cone. It was a traffic [MASK] .,0.013143185526132587,M2_a_M2_b
321,cone,cone,It was a traffic cone. It was a waffle [MASK] .,0.5325741171836853,M2_b_M1_a
322,cone,cone,It was a traffic cone. It was a sugar [MASK] .,0.07779743522405624,M2_b_M1_b
323,cone,cone,It was a traffic cone. It was an orange [MASK] .,0.0012994813732802872,M2_b_M2_a
324,film,film,It was an action film. It was a censored [MASK] .,0.01843851432204247,M1_a_M1_b
325,film,film,It was an action film. It was a transparent [MASK] .,0.027008192613720894,M1_a_M2_a
326,film,film,It was an action film. It was a plastic [MASK] .,0.07115871459245683,M1_a_M2_b
327,film,film,It was a censored film. It was an action [MASK] .,0.045789744704961784,M1_b_M1_a
328,film,film,It was a censored film. It was a transparent [MASK] .,0.02647915482521057,M1_b_M2_a
329,film,film,It was a censored film. It was a plastic [MASK] .,0.01502139121294021,M1_b_M2_b
330,film,film,It was a transparent film. It was an action [MASK] .,0.012589235790073877,M2_a_M1_a
331,film,film,It was a transparent film. It was a censored [MASK] .,0.030043806880712506,M2_a_M1_b
332,film,film,It was a transparent film. It was a plastic [MASK] .,0.006423269864171745,M2_a_M2_b
333,film,film,It was a plastic film. It was an action [MASK] .,0.02272562123835087,M2_b_M1_a
334,film,film,It was a plastic film. It was a censored [MASK] .,0.010719369165599343,M2_b_M1_b
335,film,film,It was a plastic film. It was a transparent [MASK] .,0.005422883201390506,M2_b_M2_a
336,ground,ground,He was on the firm ground. He was on the frozen [MASK] .,0.41626784205436707,M1_a_M1_b
337,ground,ground,He was on the firm ground. He was on the camp [MASK] .,0.00641993433237076,M1_a_M2_a
338,ground,ground,He was on the firm ground. He was on the parade [MASK] .,0.03396958112716675,M1_a_M2_b
339,ground,ground,He was on the frozen ground. He was on the firm [MASK] .,0.037683155387640006,M1_b_M1_a
340,ground,ground,He was on the frozen ground. He was on the camp [MASK] .,0.005149918142706158,M1_b_M2_a
341,ground,ground,He was on the frozen ground. He was on the parade [MASK] .,0.039991289377212524,M1_b_M2_b
342,ground,ground,He was on the camp ground. He was on the firm [MASK] .,0.04275453835725785,M2_a_M1_a
343,ground,ground,He was on the camp ground. He was on the frozen [MASK] .,0.005263215396553278,M2_a_M1_b
344,ground,ground,He was on the camp ground. He was on the parade [MASK] .,0.3216242492198944,M2_a_M2_b
345,ground,ground,He was on the parade ground. He was on the firm [MASK] .,0.046470791101455695,M2_b_M1_a
346,ground,ground,He was on the parade ground. He was on the frozen [MASK] .,0.011949892155826095,M2_b_M1_b
347,ground,ground,He was on the parade ground. He was on the camp [MASK] .,0.6869894862174988,M2_b_M2_a
348,guide,guide,He had an assembly guide. He had a TV [MASK] .,0.21200878918170926,M1_a_M1_b
349,guide,guide,He had an assembly guide. He had a talkative [MASK] .,0.0028618052601814274,M1_a_M2_a
350,guide,guide,He had an assembly guide. He had a friendly [MASK] .,0.0012583616189658646,M1_a_M2_b
351,guide,guide,He had a TV guide. He had an assembly [MASK] .,0.0019920091144740586,M1_b_M1_a
352,guide,guide,He had a TV guide. He had a talkative [MASK] .,0.00035372210550121963,M1_b_M2_a
353,guide,guide,He had a TV guide. He had a friendly [MASK] .,0.00031816927366890024,M1_b_M2_b
354,guide,guide,He had a talkative guide. He had an assembly [MASK] .,0.015218485146760946,M2_a_M1_a
355,guide,guide,He had a talkative guide. He had a TV [MASK] .,0.04023951292037964,M2_a_M1_b
356,guide,guide,He had a talkative guide. He had a friendly [MASK] .,0.1223733201622963,M2_a_M2_b
357,guide,guide,He had a friendly guide. He had an assembly [MASK] .,0.006244944874197242,M2_b_M1_a
358,guide,guide,He had a friendly guide. He had a TV [MASK] .,0.05942923575639725,M2_b_M1_b
359,guide,guide,He had a friendly guide. He had a talkative [MASK] .,0.049154095351696014,M2_b_M2_a
360,intelligence,intelligence,They had natural intelligence. They had innate [MASK] .,0.09100916981697084,M1_a_M1_b
361,intelligence,intelligence,They had natural intelligence. They had classified [MASK] .,0.0005205358029343188,M1_a_M2_a
362,intelligence,intelligence,They had natural intelligence. They had military [MASK] .,0.003872541943565012,M1_a_M2_b
363,intelligence,intelligence,They had innate intelligence. They had natural [MASK] .,0.00013136603229213503,M1_b_M1_a
364,intelligence,intelligence,They had innate intelligence. They had classified [MASK] .,0.000133181514684111,M1_b_M2_a
365,intelligence,intelligence,They had innate intelligence. They had military [MASK] .,0.00034123798832297325,M1_b_M2_b
366,intelligence,intelligence,They had classified intelligence. They had natural [MASK] .,0.000317488156724721,M2_a_M1_a
367,intelligence,intelligence,They had classified intelligence. They had innate [MASK] .,0.0006524206837639213,M2_a_M1_b
368,intelligence,intelligence,They had classified intelligence. They had military [MASK] .,0.0012652867008000617,M2_a_M2_b
369,intelligence,intelligence,They had military intelligence. They had natural [MASK] .,0.0003142894129268824,M2_b_M1_a
370,intelligence,intelligence,They had military intelligence. They had innate [MASK] .,0.0004863842041231693,M2_b_M1_b
371,intelligence,intelligence,They had military intelligence. They had classified [MASK] .,0.0004086336703039705,M2_b_M2_a
372,market,market,He liked the flea market. He liked the fish [MASK] .,0.532086193561554,M1_a_M1_b
373,market,market,He liked the flea market. He liked the housing [MASK] .,0.006948766764253378,M1_a_M2_a
374,market,market,He liked the flea market. He liked the stock [MASK] .,0.7604830861091614,M1_a_M2_b
375,market,market,He liked the fish market. He liked the flea [MASK] .,0.2244192063808441,M1_b_M1_a
376,market,market,He liked the fish market. He liked the housing [MASK] .,0.014185187406837937,M1_b_M2_a
377,market,market,He liked the fish market. He liked the stock [MASK] .,0.07763108611106873,M1_b_M2_b
378,market,market,He liked the housing market. He liked the flea [MASK] .,0.04489307105541229,M2_a_M1_a
379,market,market,He liked the housing market. He liked the fish [MASK] .,0.09716328978538513,M2_a_M1_b
380,market,market,He liked the housing market. He liked the stock [MASK] .,0.08641400933265685,M2_a_M2_b
381,market,market,He liked the stock market. He liked the flea [MASK] .,0.005424020811915398,M2_b_M1_a
382,market,market,He liked the stock market. He liked the fish [MASK] .,0.03105592727661133,M2_b_M1_b
383,market,market,He liked the stock market. He liked the housing [MASK] .,0.10380858182907106,M2_b_M2_a
384,orange,orange,It was a juicy orange. It was a ripe [MASK] .,0.013060677796602244,M1_a_M1_b
385,orange,orange,It was a juicy orange. It was a bright [MASK] .,0.0076743667013943195,M1_a_M2_a
386,orange,orange,It was a juicy orange. It was a reddish [MASK] .,0.01999732665717602,M1_a_M2_b
387,orange,orange,It was a ripe orange. It was a juicy [MASK] .,0.009753528051078321,M1_b_M1_a
388,orange,orange,It was a ripe orange. It was a bright [MASK] .,0.008296760730445385,M1_b_M2_a
389,orange,orange,It was a ripe orange. It was a reddish [MASK] .,0.011882406659424308,M1_b_M2_b
390,orange,orange,It was a bright orange. It was a juicy [MASK] .,0.0026417630724608894,M2_a_M1_a
391,orange,orange,It was a bright orange. It was a ripe [MASK] .,0.014294689521193504,M2_a_M1_b
392,orange,orange,It was a bright orange. It was a reddish [MASK] .,0.030463237315416333,M2_a_M2_b
393,orange,orange,It was a reddish orange. It was a juicy [MASK] .,0.005323823541402816,M2_b_M1_a
394,orange,orange,It was a reddish orange. It was a ripe [MASK] .,0.017121070995926864,M2_b_M1_b
395,orange,orange,It was a reddish orange. It was a bright [MASK] .,0.005780923645943404,M2_b_M2_a
396,position,position,He was in a distinguished position. He was in a prominent [MASK] .,0.06687328964471817,M1_a_M1_b
397,position,position,He was in a distinguished position. He was in a fetal [MASK] .,0.16661353409290314,M1_a_M2_a
398,position,position,He was in a distinguished position. He was in a yoga [MASK] .,0.004160057753324508,M1_a_M2_b
399,position,position,He was in a prominent position. He was in a distinguished [MASK] .,0.28609564900398254,M1_b_M1_a
400,position,position,He was in a prominent position. He was in a fetal [MASK] .,0.13736528158187866,M1_b_M2_a
401,position,position,He was in a prominent position. He was in a yoga [MASK] .,0.013987598940730098,M1_b_M2_b
402,position,position,He was in a fetal position. He was in a distinguished [MASK] .,0.23429881036281588,M2_a_M1_a
403,position,position,He was in a fetal position. He was in a prominent [MASK] .,0.19960483908653257,M2_a_M1_b
404,position,position,He was in a fetal position. He was in a yoga [MASK] .,0.014546267688274389,M2_a_M2_b
405,position,position,He was in a yoga position. He was in a distinguished [MASK] .,0.17637519538402557,M2_b_M1_a
406,position,position,He was in a yoga position. He was in a prominent [MASK] .,0.08938153088092805,M2_b_M1_b
407,position,position,He was in a yoga position. He was in a fetal [MASK] .,0.03782159835100173,M2_b_M2_a
408,scene,scene,It was a touching scene. It was a well-acted [MASK] .,0.6227498650550842,M1_a_M1_b
409,scene,scene,It was a touching scene. It was a nature [MASK] .,0.05849628150463104,M1_a_M2_a
410,scene,scene,It was a touching scene. It was a panoramic [MASK] .,0.0008588191703893242,M1_a_M2_b
411,scene,scene,It was a well-acted scene. It was a touching [MASK] .,0.009011971764266491,M1_b_M1_a
412,scene,scene,It was a well-acted scene. It was a nature [MASK] .,0.014897854067385197,M1_b_M2_a
413,scene,scene,It was a well-acted scene. It was a panoramic [MASK] .,0.005039223935455086,M1_b_M2_b
414,scene,scene,It was a nature scene. It was a touching [MASK] .,0.12928512692451477,M2_a_M1_a
415,scene,scene,It was a nature scene. It was a well-acted [MASK] .,0.09810640662908553,M2_a_M1_b
416,scene,scene,It was a nature scene. It was a panoramic [MASK] .,0.00023107331071514655,M2_a_M2_b
417,scene,scene,It was a panoramic scene. It was a touching [MASK] .,0.006619709543883799,M2_b_M1_a
418,scene,scene,It was a panoramic scene. It was a well-acted [MASK] .,0.30276748538017273,M2_b_M1_b
419,scene,scene,It was a panoramic scene. It was a nature [MASK] .,0.002494677901268006,M2_b_M2_a
420,term,term,It was a winter term. It was a fall [MASK] .,0.02524268440902233,M1_a_M1_b
421,term,term,It was a winter term. It was a legal [MASK] .,0.08136931061744691,M1_a_M2_a
422,term,term,It was a winter term. It was a technical [MASK] .,0.06863118708133699,M1_a_M2_b
423,term,term,It was a fall term. It was a winter [MASK] .,0.027056500315666195,M1_b_M1_a
424,term,term,It was a fall term. It was a legal [MASK] .,0.04979663342237473,M1_b_M2_a
425,term,term,It was a fall term. It was a technical [MASK] .,0.02114098332822323,M1_b_M2_b
426,term,term,It was a legal term. It was a winter [MASK] .,0.0063983779400587065,M2_a_M1_a
427,term,term,It was a legal term. It was a fall [MASK] .,0.0015302730025723574,M2_a_M1_b
428,term,term,It was a legal term. It was a technical [MASK] .,0.02574731037020683,M2_a_M2_b
429,term,term,It was a technical term. It was a winter [MASK] .,0.011289619840681553,M2_b_M1_a
430,term,term,It was a technical term. It was a fall [MASK] .,0.005261742975562811,M2_b_M1_b
431,term,term,It was a technical term. It was a legal [MASK] .,0.027199625968933112,M2_b_M2_a
432,title,title,She liked the essay title. She liked the poem [MASK] .,0.0029478094074875125,M1_a_M1_b
433,title,title,She liked the essay title. She liked the academic [MASK] .,0.04450988024473191,M1_a_M2_a
434,title,title,She liked the essay title. She liked the professional [MASK] .,0.0771309956908226,M1_a_M2_b
435,title,title,She liked the poem title. She liked the essay [MASK] .,0.019773282110691067,M1_b_M1_a
436,title,title,She liked the poem title. She liked the academic [MASK] .,0.009242360480129719,M1_b_M2_a
437,title,title,She liked the poem title. She liked the professional [MASK] .,0.0027828800957649955,M1_b_M2_b
438,title,title,She liked the academic title. She liked the essay [MASK] .,0.00859996862709522,M2_a_M1_a
439,title,title,She liked the academic title. She liked the poem [MASK] .,0.00045376562047749774,M2_a_M1_b
440,title,title,She liked the academic title. She liked the professional [MASK] .,0.37924814224243164,M2_a_M2_b
441,title,title,She liked the professional title. She liked the essay [MASK] .,0.0024378164671361446,M2_b_M1_a
442,title,title,She liked the professional title. She liked the poem [MASK] .,3.831199501291851e-05,M2_b_M1_b
443,title,title,She liked the professional title. She liked the academic [MASK] .,0.46329164505004883,M2_b_M2_a
444,appeal,appeal,He had a universal appeal. He had an undefinable [MASK] .,0.0009963691700249915,M1_a_M1_b
445,appeal,appeal,He had a universal appeal. He had a legal [MASK] .,0.0014887916622683406,M1_a_M2_a
446,appeal,appeal,He had a universal appeal. He had a pending [MASK] .,0.000700182397849858,M1_a_M2_b
447,appeal,appeal,He had an undefinable appeal. He had a universal [MASK] .,0.022337421774864193,M1_b_M1_a
448,appeal,appeal,He had an undefinable appeal. He had a legal [MASK] .,0.0006393195944838226,M1_b_M2_a
449,appeal,appeal,He had an undefinable appeal. He had a pending [MASK] .,0.0009442605660296973,M1_b_M2_b
450,appeal,appeal,He had a legal appeal. He had a universal [MASK] .,0.004290413577109577,M2_a_M1_a
451,appeal,appeal,He had a legal appeal. He had an undefinable [MASK] .,0.00010419909813208496,M2_a_M1_b
452,appeal,appeal,He had a legal appeal. He had a pending [MASK] .,0.0005365851102396846,M2_a_M2_b
453,appeal,appeal,He had a pending appeal. He had a universal [MASK] .,0.0007307464256882668,M2_b_M1_a
454,appeal,appeal,He had a pending appeal. He had an undefinable [MASK] .,4.326972702983767e-05,M2_b_M1_b
455,appeal,appeal,He had a pending appeal. He had a legal [MASK] .,0.00012382799468468872,M2_b_M2_a
456,block,block,She had a toy block. She had a wooden [MASK] .,0.006962553597986699,M1_a_M1_b
457,block,block,She had a toy block. She had a mental [MASK] .,0.011509326286613936,M1_a_M2_a
458,block,block,She had a toy block. She had a writer's [MASK] .,0.010091807693243023,M1_a_M2_b
459,block,block,She had a wooden block. She had a toy [MASK] .,0.003880881238728763,M1_b_M1_a
460,block,block,She had a wooden block. She had a mental [MASK] .,0.0026168827898800373,M1_b_M2_a
461,block,block,She had a wooden block. She had a writer's [MASK] .,0.005848678294569256,M1_b_M2_b
462,block,block,She had a mental block. She had a toy [MASK] .,0.0002980703429784624,M2_a_M1_a
463,block,block,She had a mental block. She had a wooden [MASK] .,0.0003910032100975515,M2_a_M1_b
464,block,block,She had a mental block. She had a writer's [MASK] .,0.003237257711589337,M2_a_M2_b
465,block,block,She had a writer's block. She had a toy [MASK] .,0.0003406302130315452,M2_b_M1_a
466,block,block,She had a writer's block. She had a wooden [MASK] .,0.0017709530657157306,M2_b_M1_b
467,block,block,She had a writer's block. She had a mental [MASK] .,0.005083841271698474,M2_b_M2_a
468,board,board,It was the ironing board. It was the wooden [MASK] .,0.011697431094944474,M1_a_M1_b
469,board,board,It was the ironing board. It was the executive [MASK] .,0.0016990302829071873,M1_a_M2_a
470,board,board,It was the ironing board. It was the school [MASK] .,0.0918150171637535,M1_a_M2_b
471,board,board,It was the wooden board. It was the ironing [MASK] .,0.03155096620321274,M1_b_M1_a
472,board,board,It was the wooden board. It was the executive [MASK] .,0.0010560913942754266,M1_b_M2_a
473,board,board,It was the wooden board. It was the school [MASK] .,0.0001878399780252949,M1_b_M2_b
474,board,board,It was the executive board. It was the ironing [MASK] .,0.6441354751586914,M2_a_M1_a
475,board,board,It was the executive board. It was the wooden [MASK] .,0.07441195845603944,M2_a_M1_b
476,board,board,It was the executive board. It was the school [MASK] .,0.019198840484023094,M2_a_M2_b
477,board,board,It was the school board. It was the ironing [MASK] .,0.00928679946810007,M2_b_M1_a
478,board,board,It was the school board. It was the wooden [MASK] .,0.028772337362170216,M2_b_M1_b
479,board,board,It was the school board. It was the executive [MASK] .,0.0028973298612982026,M2_b_M2_a
480,charm,charm,She had a devilish charm. She had a natural [MASK] .,0.002281543798744679,M1_a_M1_b
481,charm,charm,She had a devilish charm. She had a gold [MASK] .,0.05537420511245728,M1_a_M2_a
482,charm,charm,She had a devilish charm. She had a good-luck [MASK] .,0.9750425815582275,M1_a_M2_b
483,charm,charm,She had a natural charm. She had a devilish [MASK] .,0.007304308470338584,M1_b_M1_a
484,charm,charm,She had a natural charm. She had a gold [MASK] .,0.01470085140317679,M1_b_M2_a
485,charm,charm,She had a natural charm. She had a good-luck [MASK] .,0.9875651001930237,M1_b_M2_b
486,charm,charm,She had a gold charm. She had a devilish [MASK] .,0.031036458909511573,M2_a_M1_a
487,charm,charm,She had a gold charm. She had a natural [MASK] .,0.002988619962707163,M2_a_M1_b
488,charm,charm,She had a gold charm. She had a good-luck [MASK] .,0.5238732099533081,M2_a_M2_b
489,charm,charm,She had a good-luck charm. She had a devilish [MASK] .,0.0043394295498728735,M2_b_M1_a
490,charm,charm,She had a good-luck charm. She had a natural [MASK] .,0.0017296692822128528,M2_b_M1_b
491,charm,charm,She had a good-luck charm. She had a gold [MASK] .,0.002591321710497141,M2_b_M2_a
492,cold,cold,It was an icy cold. It was a freezing [MASK] .,0.27858263254165644,M1_a_M1_b
493,cold,cold,It was an icy cold. It was a chest [MASK] .,0.06790345907211304,M1_a_M2_a
494,cold,cold,It was an icy cold. It was a common [MASK] .,0.04597517475485801,M1_a_M2_b
495,cold,cold,It was a freezing cold. It was an icy [MASK] .,0.7313141226768494,M1_b_M1_a
496,cold,cold,It was a freezing cold. It was a chest [MASK] .,0.4613873064517975,M1_b_M2_a
497,cold,cold,It was a freezing cold. It was a common [MASK] .,0.2552857995033264,M1_b_M2_b
498,cold,cold,It was a chest cold. It was an icy [MASK] .,0.008610002696514128,M2_a_M1_a
499,cold,cold,It was a chest cold. It was a freezing [MASK] .,0.011992129497230055,M2_a_M1_b
500,cold,cold,It was a chest cold. It was a common [MASK] .,0.007170543540269136,M2_a_M2_b
501,cold,cold,It was a common cold. It was an icy [MASK] .,0.039407879114151,M2_b_M1_a
502,cold,cold,It was a common cold. It was a freezing [MASK] .,0.05253999680280685,M2_b_M1_b
503,cold,cold,It was a common cold. It was a chest [MASK] .,0.16419777274131775,M2_b_M2_a
504,column,column,It was a gossip column. It was a sports [MASK] .,0.38819438219070435,M1_a_M1_b
505,column,column,It was a gossip column. It was a concrete [MASK] .,0.0006726252031512556,M1_a_M2_a
506,column,column,It was a gossip column. It was a marble [MASK] .,0.0010413972195237873,M1_a_M2_b
507,column,column,It was a sports column. It was a gossip [MASK] .,0.9186372756958008,M1_b_M1_a
508,column,column,It was a sports column. It was a concrete [MASK] .,0.013116036541759966,M1_b_M2_a
509,column,column,It was a sports column. It was a marble [MASK] .,0.0035323651973158125,M1_b_M2_b
510,column,column,It was a concrete column. It was a gossip [MASK] .,0.0015573749551549552,M2_a_M1_a
511,column,column,It was a concrete column. It was a sports [MASK] .,0.0007628470775671303,M2_a_M1_b
512,column,column,It was a concrete column. It was a marble [MASK] .,0.0005843825638294218,M2_a_M2_b
513,column,column,It was a marble column. It was a gossip [MASK] .,0.0011238382430747154,M2_b_M1_a
514,column,column,It was a marble column. It was a sports [MASK] .,0.0014254939742386341,M2_b_M1_b
515,column,column,It was a marble column. It was a concrete [MASK] .,0.0033592013642191874,M2_b_M2_a
516,company,company,He liked the investment company. He liked the pharmaceutical [MASK] .,0.056599624454975114,M1_a_M1_b
517,company,company,He liked the investment company. He liked the pleasant [MASK] .,0.0023667316418141135,M1_a_M2_a
518,company,company,He liked the investment company. He liked the polite [MASK] .,0.001573102665133775,M1_a_M2_b
519,company,company,He liked the pharmaceutical company. He liked the investment [MASK] .,0.012514826841652392,M1_b_M1_a
520,company,company,He liked the pharmaceutical company. He liked the pleasant [MASK] .,0.002508803270757198,M1_b_M2_a
521,company,company,He liked the pharmaceutical company. He liked the polite [MASK] .,0.0025137485936284065,M1_b_M2_b
522,company,company,He liked the pleasant company. He liked the investment [MASK] .,0.054404169321060195,M2_a_M1_a
523,company,company,He liked the pleasant company. He liked the pharmaceutical [MASK] .,0.08395661413669585,M2_a_M1_b
524,company,company,He liked the pleasant company. He liked the polite [MASK] .,0.011773083359003065,M2_a_M2_b
525,company,company,He liked the polite company. He liked the investment [MASK] .,0.042716935276985175,M2_b_M1_a
526,company,company,He liked the polite company. He liked the pharmaceutical [MASK] .,0.22639887034893036,M2_b_M1_b
527,company,company,He liked the polite company. He liked the pleasant [MASK] .,0.030811725184321404,M2_b_M2_a
528,course,course,It was an introductory course. It was a pass-fail [MASK] .,0.010760365054011347,M1_a_M1_b
529,course,course,It was an introductory course. It was a charted [MASK] .,0.026838282123208042,M1_a_M2_a
530,course,course,It was an introductory course. It was a collision [MASK] .,0.7214033603668213,M1_a_M2_b
531,course,course,It was a pass-fail course. It was an introductory [MASK] .,0.21824663877487183,M1_b_M1_a
532,course,course,It was a pass-fail course. It was a charted [MASK] .,0.20241279900074008,M1_b_M2_a
533,course,course,It was a pass-fail course. It was a collision [MASK] .,0.9665458798408508,M1_b_M2_b
534,course,course,It was a charted course. It was an introductory [MASK] .,0.3395092189311981,M2_a_M1_a
535,course,course,It was a charted course. It was a pass-fail [MASK] .,0.17336860299110413,M2_a_M1_b
536,course,course,It was a charted course. It was a collision [MASK] .,0.9127340316772461,M2_a_M2_b
537,course,course,It was a collision course. It was an introductory [MASK] .,0.3564876616001129,M2_b_M1_a
538,course,course,It was a collision course. It was a pass-fail [MASK] .,0.0935467556118965,M2_b_M1_b
539,course,course,It was a collision course. It was a charted [MASK] .,0.5185570120811462,M2_b_M2_a
540,date,date,It was a dinner date. It was a blind [MASK] .,0.09083326905965805,M1_a_M1_b
541,date,date,It was a dinner date. It was an expiration [MASK] .,0.03294795006513596,M1_a_M2_a
542,date,date,It was a dinner date. It was a historical [MASK] .,0.01333745568990707,M1_a_M2_b
543,date,date,It was a blind date. It was a dinner [MASK] .,0.39034193754196167,M1_b_M1_a
544,date,date,It was a blind date. It was an expiration [MASK] .,0.8410895466804504,M1_b_M2_a
545,date,date,It was a blind date. It was a historical [MASK] .,0.07169329375028612,M1_b_M2_b
546,date,date,It was an expiration date. It was a dinner [MASK] .,0.053929951041936874,M2_a_M1_a
547,date,date,It was an expiration date. It was a blind [MASK] .,0.0038664950989186755,M2_a_M1_b
548,date,date,It was an expiration date. It was a historical [MASK] .,0.007022050209343437,M2_a_M2_b
549,date,date,It was a historical date. It was a dinner [MASK] .,0.02779826149344444,M2_b_M1_a
550,date,date,It was a historical date. It was a blind [MASK] .,0.011476397514343257,M2_b_M1_b
551,date,date,It was a historical date. It was an expiration [MASK] .,0.7604742050170898,M2_b_M2_a
552,degrees,degree,It was about forty degrees. It was about fifty [MASK] .,0.015215442515909668,M1_a_M1_b
553,degrees,degree,It was about forty degrees. It was about associate [MASK] .,0.024752596393227577,M1_a_M2_a
554,degrees,degree,It was about forty degrees. It was about college [MASK] .,0.021400779485702518,M1_a_M2_b
555,degrees,degree,It was about fifty degrees. It was about forty [MASK] .,0.049900107085704797,M1_b_M1_a
556,degrees,degree,It was about fifty degrees. It was about associate [MASK] .,0.026447374373674393,M1_b_M2_a
557,degrees,degree,It was about fifty degrees. It was about college [MASK] .,0.02136280946433544,M1_b_M2_b
558,degrees,degree,It was about associate degrees. It was about forty [MASK] .,0.006531059741973878,M2_a_M1_a
559,degrees,degree,It was about associate degrees. It was about fifty [MASK] .,0.006978348363190892,M2_a_M1_b
560,degrees,degree,It was about associate degrees. It was about college [MASK] .,0.02497604116797447,M2_a_M2_b
561,degrees,degree,It was about college degrees. It was about forty [MASK] .,0.00777771137654781,M2_b_M1_a
562,degrees,degree,It was about college degrees. It was about fifty [MASK] .,0.010545528493821624,M2_b_M1_b
563,degrees,degree,It was about college degrees. It was about associate [MASK] .,0.11613379418849942,M2_b_M2_a
564,foundation,foundation,It was a charitable foundation. It was an educational [MASK] .,0.05809971317648887,M1_a_M1_b
565,foundation,foundation,It was a charitable foundation. It was a wooden [MASK] .,0.06443605571985245,M1_a_M2_a
566,foundation,foundation,It was a charitable foundation. It was a concrete [MASK] .,0.009642782621085642,M1_a_M2_b
567,foundation,foundation,It was an educational foundation. It was a charitable [MASK] .,0.017097283154726025,M1_b_M1_a
568,foundation,foundation,It was an educational foundation. It was a wooden [MASK] .,0.001373638398945332,M1_b_M2_a
569,foundation,foundation,It was an educational foundation. It was a concrete [MASK] .,0.017275623977184303,M1_b_M2_b
570,foundation,foundation,It was a wooden foundation. It was a charitable [MASK] .,0.04942955821752549,M2_a_M1_a
